DPA_PARROQ,DPA_DESPAR,DPA_DESCAN,DPA_DESPRO,altitud_media_m,PREDICCION_RIESGO,SCORE_PROBABILIDAD_ALTO
131651,BELLAVISTA,24 DE MAYO,MANABI,196.34,Medio,0.0645372672147679
131652,NOBOA,24 DE MAYO,MANABI,259.3,Medio,0.03031055859268421
131653,ARQUITECTO SIXTO DURAN BALLEN,24 DE MAYO,MANABI,153.98,Medio,0.10241502452687247
131750,PEDERNALES,PEDERNALES,MANABI,202.7,Medio,0.05172007787682737
131751,COJIMIES,PEDERNALES,MANABI,208.97,Medio,0.043354748999515275
131752,DIEZ DE AGOSTO,PEDERNALES,MANABI,267.72,Medio,0.01868553928328671
131753,ATAHUALPA,PEDERNALES,MANABI,219.95,Medio,0.02615737507733211
131850,OLMEDO,OLMEDO,MANABI,135.52,Alto,0.7851458100370691
131950,PUERTO LOPEZ,PUERTO LOPEZ,MANABI,208.75419354838706,Bajo,0.06695796637962034
131951,MACHALILLA,PUERTO LOPEZ,MANABI,208.75419354838706,Bajo,0.06695796637962034
131952,SALANGO,PUERTO LOPEZ,MANABI,208.75419354838706,Bajo,0.06695796637962034
132050,JAMA,JAMA,MANABI,196.09,Medio,0.05320954370804235
132150,JARAMIJO,JARAMIJO,MANABI,208.75419354838706,Bajo,0.06695796637962034
132250,SAN VICENTE,SAN VICENTE,MANABI,129.4,Alto,0.8401206907849232
132251,CANOA,SAN VICENTE,MANABI,159.8,Medio,0.13565735895994935
140150,MACAS,MORONA,MORONA SANTIAGO,1204.09,Bajo,6.04261896233059e-09
140151,ALSHI (CAB EN 9 DE OCTUBRE),MORONA,MORONA SANTIAGO,2097.48,Bajo,5.882832527885805e-15
140153,GENERAL PROAÑO,MORONA,MORONA SANTIAGO,1196.91,Bajo,1.6312208684057516e-08
140156,SAN ISIDRO,MORONA,MORONA SANTIAGO,1402.59,Bajo,5.329062445671165e-09
140157,SEVILLA DON BOSCO,MORONA,MORONA SANTIAGO,926.85,Bajo,7.311571286533891e-09
140158,SINAI,MORONA,MORONA SANTIAGO,1873.69,Bajo,4.4792628453631926e-21
140160,ZUÑA (ZUÑAC),MORONA,MORONA SANTIAGO,3107.08,Bajo,1.152201117193436e-20
140162,CUCHAENTZA,MORONA,MORONA SANTIAGO,1131.84,Bajo,4.169126272496621e-08
140164,RIO BLANCO,MORONA,MORONA SANTIAGO,2285.72,Bajo,7.873579784573253e-20
140250,GUALAQUIZA,GUALAQUIZA,MORONA SANTIAGO,1431.63,Bajo,8.27885363462594e-13
140251,AMAZONAS (ROSARIO DE CUYES),GUALAQUIZA,MORONA SANTIAGO,2443.75,Bajo,4.2399600328974874e-16
140252,BERMEJOS,GUALAQUIZA,MORONA SANTIAGO,2409.98,Bajo,2.3893894812275405e-16
140253,BOMBOIZA,GUALAQUIZA,MORONA SANTIAGO,1407.64,Bajo,1.875079500000069e-13
140254,CHIGUINDA,GUALAQUIZA,MORONA SANTIAGO,2590.66,Bajo,1.0487548333595355e-17
140255,EL ROSARIO,GUALAQUIZA,MORONA SANTIAGO,2132.13,Bajo,1.2113004097994711e-17
140256,NUEVA TARQUI,GUALAQUIZA,MORONA SANTIAGO,1525.5,Bajo,2.3195307860825945e-12
140257,SAN MIGUEL DE CUYES,GUALAQUIZA,MORONA SANTIAGO,2865.76,Bajo,2.8514599471238575e-17
140258,EL IDEAL,GUALAQUIZA,MORONA SANTIAGO,1758.06,Bajo,7.92718794791953e-14
140350,GRAL. LEONIDAS PLAZA GUTIERREZ,LIMON INDANZA,MORONA SANTIAGO,2324.45,Bajo,3.1508795312036526e-17
140351,INDANZA,LIMON INDANZA,MORONA SANTIAGO,1278.65,Bajo,5.276457862350447e-10
140353,SAN ANTONIO (CAB EN SAN ANTONIO CENTRO),LIMON INDANZA,MORONA SANTIAGO,1150.84,Bajo,2.506817071079333e-10
140356,SAN MIGUEL DE CONCHAY,LIMON INDANZA,MORONA SANTIAGO,1259.15,Bajo,1.7192693617667398e-10
140357,STA SUSANA DE CHIVIAZA (CAB EN CHIVIAZA),LIMON INDANZA,MORONA SANTIAGO,1075.08,Bajo,3.343207690558923e-08
140358,YUNGANZA (CAB EN EL ROSARIO),LIMON INDANZA,MORONA SANTIAGO,2107.76,Bajo,5.824772153270226e-17
140450,PALORA (METZERA),PALORA,MORONA SANTIAGO,886.74,Bajo,0.00016560836243195424
140451,ARAPICOS,PALORA,MORONA SANTIAGO,1133.46,Bajo,1.1060358855787638e-08
140452,CUMANDA (CAB EN COLONIA AGRICOLA SEVILLA DEL ORO),PALORA,MORONA SANTIAGO,1870.97,Bajo,2.082422750436693e-17
140454,SANGAY (CAB EN NAYAMANACA),PALORA,MORONA SANTIAGO,1083.37,Bajo,2.0476154611137782e-08
140455,16 DE AGOSTO,PALORA,MORONA SANTIAGO,844.2,Bajo,0.0002004526175649705
140550,SANTIAGO DE MENDEZ,SANTIAGO,MORONA SANTIAGO,1725.32,Bajo,1.2612134482085346e-15
140551,COPAL,SANTIAGO,MORONA SANTIAGO,2388.5,Bajo,2.3340205990348957e-17
140552,CHUPIANZA,SANTIAGO,MORONA SANTIAGO,1364.74,Bajo,1.1491839498510404e-11
140553,PATUCA,SANTIAGO,MORONA SANTIAGO,1104.67,Bajo,8.244690675761167e-10
140554,SAN LUIS DE EL ACHO (CAB EN EL ACHO),SANTIAGO,MORONA SANTIAGO,812.59,Bajo,3.5906105528446e-08
140556,TAYUZA,SANTIAGO,MORONA SANTIAGO,1007.85,Bajo,4.366861976380752e-09
140557,SAN FRANCISCO DE CHINIMBIMI,SANTIAGO,MORONA SANTIAGO,1197.03,Bajo,2.847145440026142e-10
140650,SUCUA,SUCUA,MORONA SANTIAGO,2125.9,Bajo,1.398359564767746e-19
140651,ASUNCION,SUCUA,MORONA SANTIAGO,1863.04,Bajo,7.133873137204479e-16
140652,HUAMBI,SUCUA,MORONA SANTIAGO,1200.65,Bajo,4.100961580200337e-09
140655,SANTA MARIANITA DE JESUS,SUCUA,MORONA SANTIAGO,1271.41,Bajo,1.6677944434233723e-10
140750,HUAMBOYA,HUAMBOYA,MORONA SANTIAGO,899.49,Bajo,5.310540493515101e-05
140751,CHIGUAZA,HUAMBOYA,MORONA SANTIAGO,1082.82,Bajo,2.1512963804172766e-08
140850,SAN JUAN BOSCO,SAN JUAN BOSCO,MORONA SANTIAGO,1588.72,Bajo,6.355127590240209e-13
140851,PAN DE AZUCAR,SAN JUAN BOSCO,MORONA SANTIAGO,2318.4,Bajo,4.068306415926033e-18
140852,SAN CARLOS DE LIMON,SAN JUAN BOSCO,MORONA SANTIAGO,1541.62,Bajo,1.7400853818175762e-12
140853,SAN JACINTO DE WAKAMBEIS,SAN JUAN BOSCO,MORONA SANTIAGO,1204.26,Bajo,8.290731318249081e-08
140854,SANTIAGO DE PANANZA,SAN JUAN BOSCO,MORONA SANTIAGO,1240.23,Bajo,5.206038688548563e-09
140950,TAISHA,TAISHA,MORONA SANTIAGO,365.89,Medio,0.0048644143463804955
140951,HUASAGA (CAB EN WAMPUIK),TAISHA,MORONA SANTIAGO,282.71,Medio,0.03533032084932155
140952,MACUMA,TAISHA,MORONA SANTIAGO,617.14,Bajo,8.000744176069617e-07
140953,TUUTINENTZA,TAISHA,MORONA SANTIAGO,262.12,Medio,0.028431921201581233
140954,PUMPUENTSA,TAISHA,MORONA SANTIAGO,274.66,Medio,0.03576437864971039
141050,LOGROÑO,LOGROÑO,MORONA SANTIAGO,828.69,Bajo,3.4746000373558e-06
141051,YAUPI,LOGROÑO,MORONA SANTIAGO,981.75,Bajo,8.650035251504497e-10
141052,SHIMPIS,LOGROÑO,MORONA SANTIAGO,1309.3,Bajo,2.2624811540200363e-09
141150,PABLO SEXTO,PABLO SEXTO,MORONA SANTIAGO,2638.22,Bajo,6.122232015049158e-23
141250,SANTIAGO,TIWINTZA,MORONA SANTIAGO,642.48,Bajo,1.2103936316041428e-06
141251,SAN JOSE DE MORONA,TIWINTZA,MORONA SANTIAGO,321.27,Medio,0.007516071422688728
150150,TENA,TENA,NAPO,593.55,Bajo,0.0014872522508611933
150151,AHUANO,TENA,NAPO,533.91,Bajo,7.593934513114899e-06
150153,CHONTAPUNTA,TENA,NAPO,361.91,Medio,0.008465541165816421
150154,PANO,TENA,NAPO,2797.24,Bajo,1.380388314585138e-21
150155,PUERTO MISAHUALLI,TENA,NAPO,737.76,Bajo,1.4954212137871067e-06
150156,PUERTO NAPO,TENA,NAPO,496.66,Bajo,0.001209245470723259
150157,TALAG,TENA,NAPO,2573.95,Bajo,1.985990677532713e-19
150158,SAN JUAN DE MUYUNA,TENA,NAPO,1195.34,Bajo,3.013219442543047e-10
150350,ARCHIDONA,ARCHIDONA,NAPO,3292.96,Bajo,6.152783643894964e-26
150352,COTUNDO,ARCHIDONA,NAPO,2113.92,Bajo,2.486041066192896e-23
150354,SAN PABLO DE USHPAYACU,ARCHIDONA,NAPO,770.4,Bajo,4.8931785510955106e-05
150356,HATUN SUMAKU,ARCHIDONA,NAPO,1507.57,Bajo,2.9905282408298328e-15
150450,EL CHACO,EL CHACO,NAPO,2289.53,Bajo,1.84709893875961e-15
150451,GONZALO DIAZ DE PINEDA (EL BOMBON),EL CHACO,NAPO,1382.75,Bajo,3.252810873269467e-14
150452,LINARES,EL CHACO,NAPO,2188.95,Bajo,2.628348430129999e-15
150453,OYACACHI,EL CHACO,NAPO,3362.97,Bajo,1.805953942371788e-21
150454,SANTA ROSA,EL CHACO,NAPO,2119.36,Bajo,5.039433494411879e-16
150455,SARDINAS,EL CHACO,NAPO,2813.73,Bajo,2.6257183834720394e-18
150750,BAEZA,QUIJOS,NAPO,2746.3,Bajo,1.163422831087531e-18
150751,COSANGA,QUIJOS,NAPO,3140.46,Bajo,1.373297626379526e-24
150752,CUYUJA,QUIJOS,NAPO,3419.0,Bajo,5.433876932812837e-25
150753,PAPALLACTA,QUIJOS,NAPO,3861.5,Bajo,3.1126236606462293e-25
150754,SAN FRANCISCO DE BORJA (VIRGILIO DAVILA),QUIJOS,NAPO,2436.33,Bajo,2.2472762897927965e-16
150756,SUMACO,QUIJOS,NAPO,2250.7,Bajo,1.840410946524554e-16
150950,CARLOS JULIO AROSEMENA TOLA,CARLOS JULIO AROSEMENA TOLA,NAPO,1089.51,Bajo,6.006347253147736e-12
160150,PUYO,PASTAZA,PASTAZA,1018.8,Bajo,4.228539166903576e-06
160152,CANELOS,PASTAZA,PASTAZA,595.37,Bajo,0.00026369680123011335
160154,DIEZ DE AGOSTO,PASTAZA,PASTAZA,964.58,Bajo,4.773678008843826e-05
160155,FATIMA,PASTAZA,PASTAZA,1030.73,Bajo,4.3394896785528895e-06
160156,MONTALVO (ANDOAS),PASTAZA,PASTAZA,320.23,Medio,0.01911519053537347
160157,POMONA,PASTAZA,PASTAZA,914.42,Bajo,0.0001056661546118167
160158,RIO CORRIENTES,PASTAZA,PASTAZA,290.1,Medio,0.030688460242819408
160159,RIO TIGRE,PASTAZA,PASTAZA,228.62,Medio,0.04537655964919935
160161,SARAYACU,PASTAZA,PASTAZA,462.68,Bajo,0.0022070284872927476
160162,SIMON BOLIVAR (CAB. EN MUSHULLACTA),PASTAZA,PASTAZA,641.77,Bajo,0.00019227418003339922
160163,TARQUI,PASTAZA,PASTAZA,921.38,Bajo,6.0822378812654125e-05
160164,TENIENTE HUGO ORTIZ,PASTAZA,PASTAZA,1001.6,Bajo,3.16448104672996e-05
160165,VERACRUZ (INDILLAMA) (CAB. EN INDILLAMA),PASTAZA,PASTAZA,854.94,Bajo,4.5494737406722044e-05
160166,EL TRIUNFO,PASTAZA,PASTAZA,867.49,Bajo,4.822172662590547e-05
160250,MERA,MERA,PASTAZA,1472.66,Bajo,4.1401132968084836e-13
160251,MADRE TIERRA,MERA,PASTAZA,887.43,Bajo,5.2015374460701897e-05
160252,SHELL,MERA,PASTAZA,1095.65,Bajo,4.3169808829450866e-06
160350,SANTA CLARA,SANTA CLARA,PASTAZA,788.97,Bajo,7.294224820425311e-05
160351,SAN JOSE,SANTA CLARA,PASTAZA,951.25,Bajo,3.755876640017085e-05
160450,ARAJUNO,ARAJUNO,PASTAZA,597.65,Bajo,0.0001657775031273017
160451,CURARAY,ARAJUNO,PASTAZA,298.71,Medio,0.0063507117853778515
170150,QUITO,DISTRITO METROPOLITANO DE QUITO,PICHINCHA,3091.83,Bajo,1.8109169698060298e-20
170151,ALANGASI,DISTRITO METROPOLITANO DE QUITO,PICHINCHA,2583.6,Bajo,3.697772566144907e-14
170152,AMAGUAÑA,DISTRITO METROPOLITANO DE QUITO,PICHINCHA,2798.6,Bajo,2.3505566321479545e-17
170153,ATAHUALPA (HABASPAMBA),DISTRITO METROPOLITANO DE QUITO,PICHINCHA,2726.98,Bajo,5.89436538984263e-17
170154,CALACALI,DISTRITO METROPOLITANO DE QUITO,PICHINCHA,2492.69,Bajo,2.5222210399457326e-16
170155,CALDERON (CARAPUNGO),DISTRITO METROPOLITANO DE QUITO,PICHINCHA,2517.85,Bajo,2.0847479660925292e-13
170156,CONOCOTO,DISTRITO METROPOLITANO DE QUITO,PICHINCHA,2592.44,Bajo,1.9161967488112655e-13
170157,CUMBAYA,DISTRITO METROPOLITANO DE QUITO,PICHINCHA,2388.01,Bajo,6.005956890403779e-12
170158,CHAVEZPAMBA,DISTRITO METROPOLITANO DE QUITO,PICHINCHA,2127.22,Bajo,3.3363052157659955e-13
170159,CHECA (CHILPA),DISTRITO METROPOLITANO DE QUITO,PICHINCHA,3299.3,Bajo,4.6133185867235396e-20
170160,EL QUINCHE,DISTRITO METROPOLITANO DE QUITO,PICHINCHA,3047.98,Bajo,3.1594568890359866e-19
170161,GUALEA,DISTRITO METROPOLITANO DE QUITO,PICHINCHA,1358.69,Bajo,8.396669097642416e-09
170162,GUANGOPOLO,DISTRITO METROPOLITANO DE QUITO,PICHINCHA,2546.48,Bajo,3.748338197647872e-14
170163,GUAYLLABAMBA,DISTRITO METROPOLITANO DE QUITO,PICHINCHA,2195.61,Bajo,4.185515942587065e-12
170164,LA MERCED,DISTRITO METROPOLITANO DE QUITO,PICHINCHA,2641.09,Bajo,3.724067168940618e-14
170165,LLANO CHICO,DISTRITO METROPOLITANO DE QUITO,PICHINCHA,2595.08,Bajo,4.801224032254728e-13
170166,LLOA,DISTRITO METROPOLITANO DE QUITO,PICHINCHA,2753.09,Bajo,6.071390491275413e-21
170168,NANEGAL,DISTRITO METROPOLITANO DE QUITO,PICHINCHA,1663.95,Bajo,9.845231817384899e-13
170169,NANEGALITO,DISTRITO METROPOLITANO DE QUITO,PICHINCHA,1761.45,Bajo,7.889972802893975e-11
170170,NAYON,DISTRITO METROPOLITANO DE QUITO,PICHINCHA,2429.65,Bajo,1.2897698924837022e-12
170171,NONO,DISTRITO METROPOLITANO DE QUITO,PICHINCHA,2796.76,Bajo,2.3402036832336085e-20
170172,PACTO,DISTRITO METROPOLITANO DE QUITO,PICHINCHA,1063.12,Bajo,7.1802106895601e-08
170174,PERUCHO,DISTRITO METROPOLITANO DE QUITO,PICHINCHA,1988.75,Bajo,2.251918526836312e-11
170175,PIFO,DISTRITO METROPOLITANO DE QUITO,PICHINCHA,3558.05,Bajo,1.0899458774219225e-20
170176,PINTAG,DISTRITO METROPOLITANO DE QUITO,PICHINCHA,3645.88,Bajo,4.415932916425771e-22
170177,POMASQUI,DISTRITO METROPOLITANO DE QUITO,PICHINCHA,2671.3,Bajo,1.6971036726747787e-15
170178,PUELLARO,DISTRITO METROPOLITANO DE QUITO,PICHINCHA,2420.02,Bajo,4.2373332498082334e-15
170179,PUEMBO,DISTRITO METROPOLITANO DE QUITO,PICHINCHA,2373.26,Bajo,9.501792509395816e-12
170180,SAN ANTONIO,DISTRITO METROPOLITANO DE QUITO,PICHINCHA,2384.65,Bajo,1.7436218981849527e-15
170181,SAN JOSE DE MINAS,DISTRITO METROPOLITANO DE QUITO,PICHINCHA,2197.31,Bajo,4.883211256322767e-16
170183,TABABELA,DISTRITO METROPOLITANO DE QUITO,PICHINCHA,2374.73,Bajo,6.848805672083382e-12
170184,TUMBACO,DISTRITO METROPOLITANO DE QUITO,PICHINCHA,2471.26,Bajo,3.6398516822428064e-14
170185,YARUQUI,DISTRITO METROPOLITANO DE QUITO,PICHINCHA,3010.49,Bajo,2.936223650965331e-19
170186,ZAMBIZA,DISTRITO METROPOLITANO DE QUITO,PICHINCHA,2404.14,Bajo,2.2675221240263265e-12
170250,CAYAMBE,CAYAMBE,PICHINCHA,3694.75,Bajo,2.4031754212414595e-25
170251,ASCAZUBI,CAYAMBE,PICHINCHA,2949.2,Bajo,5.1507546961943364e-17
170252,CANGAHUA,CAYAMBE,PICHINCHA,3503.67,Bajo,8.679704369364444e-20
170253,OLMEDO (PESILLO),CAYAMBE,PICHINCHA,3588.92,Bajo,1.5420507712538172e-25
170254,OTON,CAYAMBE,PICHINCHA,2778.28,Bajo,1.1652767242898697e-15
170255,SANTA ROSA DE CUZUBAMBA,CAYAMBE,PICHINCHA,2625.33,Bajo,8.257779965988965e-16
170256,SAN JOSE DE AYORA,CAYAMBE,PICHINCHA,3344.37,Bajo,3.3870197830009756e-22
170350,MACHACHI,MEJIA,PICHINCHA,3642.1,Bajo,7.099311939368643e-22
170351,ALOAG,MEJIA,PICHINCHA,3146.78,Bajo,3.1573569091054394e-21
170352,ALOASI,MEJIA,PICHINCHA,3346.84,Bajo,7.765448617756903e-21
170353,CUTUGLAHUA,MEJIA,PICHINCHA,3308.56,Bajo,1.3607447145526966e-19
170354,EL CHAUPI,MEJIA,PICHINCHA,3692.69,Bajo,1.8602522669597144e-23
170355,MANUEL CORNEJO ASTORGA (TANDAPI),MEJIA,PICHINCHA,2163.79,Bajo,6.04190713008593e-18
170356,TAMBILLO,MEJIA,PICHINCHA,3066.02,Bajo,2.7958286120063118e-18
170357,UYUMBICHO,MEJIA,PICHINCHA,2931.14,Bajo,5.3462316980329624e-18
170450,TABACUNDO,PEDRO MONCAYO,PICHINCHA,3021.06,Bajo,8.53752322790246e-19
170451,LA ESPERANZA,PEDRO MONCAYO,PICHINCHA,3069.66,Bajo,6.888956661243253e-19
170452,MALCHINGUI,PEDRO MONCAYO,PICHINCHA,2613.15,Bajo,1.1484620439390162e-17
170453,TOCACHI,PEDRO MONCAYO,PICHINCHA,2997.52,Bajo,4.666923988996243e-19
170454,TUPIGACHI,PEDRO MONCAYO,PICHINCHA,3092.63,Bajo,3.79594784416351e-18
170550,SANGOLQUI,RUMIÑAHUI,PICHINCHA,2623.28,Bajo,1.8868677516986057e-13
170551,COTOGCHOA,RUMIÑAHUI,PICHINCHA,3021.56,Bajo,3.2041435703157336e-18
170552,RUMIPAMBA,RUMIÑAHUI,PICHINCHA,3354.36,Bajo,8.120000729131096e-19
170750,SAN MIGUEL DE LOS BANCOS,SAN MIGUEL DE LOS BANCOS,PICHINCHA,882.66,Bajo,1.6591605476483925e-07
170751,MINDO,SAN MIGUEL DE LOS BANCOS,PICHINCHA,1797.06,Bajo,5.673961312929577e-15
170850,PEDRO VICENTE MALDONADO,PEDRO VICENTE MALDONADO,PICHINCHA,524.23,Bajo,0.0007619606320428506
170950,PUERTO QUITO,PUERTO QUITO,PICHINCHA,241.81,Medio,0.032533923294963366
180150,AMBATO,AMBATO,TUNGURAHUA,2627.26,Bajo,1.6893261119840979e-13
180151,AMBATILLO,AMBATO,TUNGURAHUA,3224.51,Bajo,1.8986889423750545e-18
180152,ATAHUALPA (CHISALATA),AMBATO,TUNGURAHUA,2673.37,Bajo,7.415736534674878e-13
180153,AUGUSTO N. MARTINEZ (MUNDUGLEO),AMBATO,TUNGURAHUA,3077.6,Bajo,2.9368961530126e-18
180154,CONSTANTINO FERNANDEZ (CAB. EN CULLITAHUA),AMBATO,TUNGURAHUA,3222.6,Bajo,1.955052245579923e-18
180155,HUACHI GRANDE,AMBATO,TUNGURAHUA,2910.43,Bajo,2.703263336755929e-14
180156,IZAMBA,AMBATO,TUNGURAHUA,2551.48,Bajo,1.5433164523331862e-12
180157,JUAN BENIGNO VELA,AMBATO,TUNGURAHUA,3525.58,Bajo,4.1431490407902134e-21
180158,MONTALVO,AMBATO,TUNGURAHUA,2859.73,Bajo,8.39377455332438e-14
180159,PASA,AMBATO,TUNGURAHUA,3478.93,Bajo,3.460467813604069e-19
180160,PICAIGUA,AMBATO,TUNGURAHUA,2581.07,Bajo,1.2987875132379909e-12
180161,PILAGUIN (PILAHUIN),AMBATO,TUNGURAHUA,4009.48,Bajo,4.863972060595061e-25
180162,QUISAPINCHA (QUIZAPINCHA),AMBATO,TUNGURAHUA,3645.52,Bajo,1.153437410055404e-20
180163,SAN BARTOLOME DE PINLLOG,AMBATO,TUNGURAHUA,3177.64,Bajo,1.8101834551747615e-18
180164,SAN FERNANDO (PASA SAN FERNANDO),AMBATO,TUNGURAHUA,3865.35,Bajo,7.239961077719062e-21
180165,SANTA ROSA,AMBATO,TUNGURAHUA,3212.21,Bajo,2.191820653619249e-19
180166,TOTORAS,AMBATO,TUNGURAHUA,2723.86,Bajo,4.63406917693694e-13
180167,CUNCHIBAMBA,AMBATO,TUNGURAHUA,2684.1,Bajo,1.2659598213038476e-13
180168,UNAMUNCHO,AMBATO,TUNGURAHUA,2687.85,Bajo,2.4830384701541756e-13
180250,BAÑOS DE AGUA SANTA,BAÑOS DE AGUA SANTA,TUNGURAHUA,2861.16,Bajo,1.071872578017772e-21
180251,LLIGUA,BAÑOS DE AGUA SANTA,TUNGURAHUA,2420.92,Bajo,8.678873092040123e-14
180252,RIO NEGRO,BAÑOS DE AGUA SANTA,TUNGURAHUA,2513.0,Bajo,1.2978441856766247e-19
180253,RIO VERDE,BAÑOS DE AGUA SANTA,TUNGURAHUA,2907.87,Bajo,2.895222159503523e-20
180254,ULBA,BAÑOS DE AGUA SANTA,TUNGURAHUA,2525.94,Bajo,1.0982793055437425e-16
180350,CEVALLOS,CEVALLOS,TUNGURAHUA,2881.26,Bajo,4.0950835684864835e-14
180450,MOCHA,MOCHA,TUNGURAHUA,3728.79,Bajo,3.0599319331273283e-22
180451,PINGUILI,MOCHA,TUNGURAHUA,3047.7,Bajo,2.1200892164739758e-14
180550,PATATE,PATATE,TUNGURAHUA,2654.98,Bajo,5.1338745882115595e-17
180551,EL TRIUNFO,PATATE,TUNGURAHUA,3358.43,Bajo,1.1266395285034603e-19
180552,LOS ANDES (CAB. EN POATUG),PATATE,TUNGURAHUA,2750.57,Bajo,2.7053287368447163e-18
180553,SUCRE (CAB. EN SUCRE-PATATE URCU),PATATE,TUNGURAHUA,3367.23,Bajo,2.3182564203824914e-19
180650,QUERO,QUERO,TUNGURAHUA,3372.41,Bajo,8.751879419266067e-19
180651,RUMIPAMBA,QUERO,TUNGURAHUA,3572.42,Bajo,7.218269138882195e-20
180652,YANAYACU - MOCHAPATA (CAB. EN YANAYACU),QUERO,TUNGURAHUA,3679.83,Bajo,4.9782937163034143e-20
180750,PELILEO,SAN PEDRO DE PELILEO,TUNGURAHUA,2524.7,Bajo,4.1453877812982546e-16
180751,BENITEZ (PACHANLICA),SAN PEDRO DE PELILEO,TUNGURAHUA,2769.7,Bajo,1.885687326927946e-13
180752,BOLIVAR,SAN PEDRO DE PELILEO,TUNGURAHUA,3079.05,Bajo,1.2366578992318865e-16
180753,COTALO,SAN PEDRO DE PELILEO,TUNGURAHUA,2850.72,Bajo,2.213103632976699e-21
180754,CHIQUICHA (CAB. EN CHIQUICHA GRANDE),SAN PEDRO DE PELILEO,TUNGURAHUA,2594.61,Bajo,5.0849397225861417e-14
180755,EL ROSARIO (RUMICHACA),SAN PEDRO DE PELILEO,TUNGURAHUA,2758.63,Bajo,4.138384235214238e-14
180756,GARCIA MORENO (CHUMAQUI),SAN PEDRO DE PELILEO,TUNGURAHUA,2629.06,Bajo,6.492271545531486e-14
180757,GUAMBALO (HUAMBALO),SAN PEDRO DE PELILEO,TUNGURAHUA,2998.74,Bajo,2.594798833659281e-17
180758,SALASACA,SAN PEDRO DE PELILEO,TUNGURAHUA,2716.39,Bajo,2.5981107950438814e-13
180850,PILLARO,SANTIAGO DE PILLARO,TUNGURAHUA,3131.27,Bajo,6.74908102067293e-19
180851,BAQUERIZO MORENO,SANTIAGO DE PILLARO,TUNGURAHUA,3505.21,Bajo,8.177436376427485e-20
180852,EMILIO MARIA TERAN (RUMIPAMBA),SANTIAGO DE PILLARO,TUNGURAHUA,2963.5,Bajo,1.2296120213544194e-18
180853,MARCOS ESPINEL (CHACATA),SANTIAGO DE PILLARO,TUNGURAHUA,3803.1,Bajo,4.6735658848183485e-20
180854,PRESIDENTE URBINA (CHAGRAPAMBA -PATZUCUL),SANTIAGO DE PILLARO,TUNGURAHUA,2739.53,Bajo,1.8725768282126333e-13
180855,SAN ANDRES,SANTIAGO DE PILLARO,TUNGURAHUA,2954.76,Bajo,6.929140208482771e-15
180856,SAN JOSE DE POALO,SANTIAGO DE PILLARO,TUNGURAHUA,3704.43,Bajo,3.0299050379759856e-19
180857,SAN MIGUELITO,SANTIAGO DE PILLARO,TUNGURAHUA,2785.69,Bajo,7.506228148720951e-16
180950,TISALEO,TISALEO,TUNGURAHUA,3464.86,Bajo,2.322716169336622e-21
180951,QUINCHICOTO,TISALEO,TUNGURAHUA,3542.06,Bajo,3.767299632249237e-21
190150,ZAMORA,ZAMORA,ZAMORA CHINCHIPE,2256.39,Bajo,2.404228663772625e-16
190151,CUMBARATZA,ZAMORA,ZAMORA CHINCHIPE,1312.01,Bajo,2.1847022942872494e-10
190152,GUADALUPE,ZAMORA,ZAMORA CHINCHIPE,1536.1,Bajo,1.9063090625922415e-13
190153,IMBANA (LA VICTORIA DE IMBANA),ZAMORA,ZAMORA CHINCHIPE,2413.29,Bajo,3.1719191280378937e-15
190155,SABANILLA,ZAMORA,ZAMORA CHINCHIPE,2388.11,Bajo,1.273101582909723e-15
190156,TIMBARA,ZAMORA,ZAMORA CHINCHIPE,1807.92,Bajo,2.7741251240473606e-14
190158,SAN CARLOS DE LAS MINAS,ZAMORA,ZAMORA CHINCHIPE,1727.2,Bajo,9.70420263175836e-13
190250,ZUMBA,CHINCHIPE,ZAMORA CHINCHIPE,1580.93,Bajo,1.3981652365544665e-14
190251,CHITO,CHINCHIPE,ZAMORA CHINCHIPE,1661.6,Bajo,1.5029419316818355e-12
190252,EL CHORRO,CHINCHIPE,ZAMORA CHINCHIPE,1058.62,Bajo,6.63118141989766e-06
190254,LA CHONTA,CHINCHIPE,ZAMORA CHINCHIPE,1701.4362857142855,Bajo,2.4984881750055063e-12
190256,PUCAPAMBA,CHINCHIPE,ZAMORA CHINCHIPE,1701.4362857142855,Bajo,2.4984881750055063e-12
190259,SAN ANDRES,CHINCHIPE,ZAMORA CHINCHIPE,2744.58,Bajo,1.0133705269109523e-17
190350,GUAYZIMI,NANGARITZA,ZAMORA CHINCHIPE,1337.89,Bajo,3.8143821793409845e-11
190351,ZURMI,NANGARITZA,ZAMORA CHINCHIPE,1478.21,Bajo,5.512535309857438e-12
190352,NUEVO PARAISO,NANGARITZA,ZAMORA CHINCHIPE,1671.09,Bajo,3.509949442352666e-13
190450,28 DE MAYO (SAN JOSE DE YACUAMBI),YACUAMBI,ZAMORA CHINCHIPE,2216.79,Bajo,1.9112186944386854e-15
190451,LA PAZ,YACUAMBI,ZAMORA CHINCHIPE,1916.68,Bajo,1.704628604618326e-14
190452,TUTUPALI,YACUAMBI,ZAMORA CHINCHIPE,2635.79,Bajo,2.2203368482478744e-17
190550,YANTZAZA (YANZATZA),YANTZAZA,ZAMORA CHINCHIPE,1203.64,Bajo,1.4461119214172559e-09
190551,CHICAÑA,YANTZAZA,ZAMORA CHINCHIPE,1525.49,Bajo,1.1969082082866814e-12
